,industryCategory,stockId,stockName,type,updateDate
563,化學工業,1724,台硝,twse,2023-04-03
564,化學生技醫療,1724,台硝,twse,2023-04-03
565,化學工業,1725,元禎,twse,2023-04-03
566,化學生技醫療,1725,元禎,twse,2023-04-03
567,化學工業,1726,永記,twse,2023-04-03
568,化學生技醫療,1726,永記,twse,2023-04-03
569,化學工業,1727,中華化,twse,2023-04-03
570,化學生技醫療,1727,中華化,twse,2023-04-03
571,化學生技醫療,1729,必翔,twse,2023-04-03
572,生技醫療業,1729,必翔,twse,2023-04-03
573,化學工業,1730,花仙子,twse,2023-04-03
574,化學生技醫療,1730,花仙子,twse,2023-04-03
575,化學生技醫療,1731,美吾華,twse,2023-04-03
576,生技醫療業,1731,美吾華,twse,2023-04-03
577,化學工業,1732,毛寶,twse,2023-04-03
578,化學生技醫療,1732,毛寶,twse,2023-04-03
579,化學生技醫療,1733,五鼎,twse,2023-04-03
580,生技醫療業,1733,五鼎,twse,2023-04-03
581,化學生技醫療,1734,杏輝,twse,2023-04-03
582,生技醫療業,1734,杏輝,twse,2023-04-03
583,化學工業,1735,日勝化,twse,2023-04-03
584,化學生技醫療,1735,日勝化,twse,2023-04-03
585,化學生技醫療,1736,喬山,twse,2023-04-03
586,生技醫療業,1736,喬山,twse,2023-04-03
587,食品工業,1737,臺鹽,twse,2023-04-03
588,化學工業,1742,台蠟,tpex,2023-04-03
589,化學生技醫療,1752,南光,twse,2023-04-03
590,生技醫療業,1752,南光,twse,2023-04-03
591,化學生技醫療,1760,寶齡富錦,twse,2023-04-03
592,生技醫療業,1760,寶齡富錦,twse,2023-04-03
593,化學生技醫療,1762,中化生,twse,2023-04-03
594,生技醫療業,1762,中化生,twse,2023-04-03
595,化學工業,1773,勝一,twse,2023-04-03
596,化學生技醫療,1773,勝一,twse,2023-04-03
597,化學工業,1776,展宇,twse,2023-04-03
598,化學生技醫療,1776,展宇,twse,2023-04-03
599,生技醫療業,1777,生泰,tpex,2023-04-03
600,生技醫療業,1781,合世,tpex,2023-04-03
601,化學生技醫療,1783,和康生,twse,2023-04-03
602,生技醫療業,1783,和康生,twse,2023-04-03
603,生技醫療業,1784,訊聯,tpex,2023-04-03
604,其他電子類,1785,光洋科,tpex,2023-04-03
605,化學生技醫療,1786,科妍,twse,2023-04-03
606,生技醫療業,1786,科妍,twse,2023-04-03
607,生技醫療業,1788,杏昌,tpex,2023-04-03
608,化學生技醫療,1789,神隆,twse,2023-04-03
609,生技醫療業,1789,神隆,twse,2023-04-03
610,化學生技醫療,1795,美時,twse,2023-04-03
611,生技醫療業,1795,美時,twse,2023-04-03
612,食品工業,1796,金穎生技,tpex,2023-04-03
613,生技醫療業,1799,易威,tpex,2023-04-03
614,玻璃陶瓷,1802,台玻,twse,2023-04-03
615,建材營造,1805,寶徠,twse,2023-04-03
616,玻璃陶瓷,1806,冠軍,twse,2023-04-03
617,建材營造,1808,潤隆,twse,2023-04-03
618,玻璃陶瓷,1809,中釉,twse,2023-04-03
619,玻璃陶瓷,1810,和成,twse,2023-04-03
620,生技醫療業,1813,寶利徠,tpex,2023-04-03
621,電子零組件業,1815,富喬,tpex,2023-04-03
622,玻璃陶瓷,1817,凱撒衛,twse,2023-04-03
623,造紙工業,1902,台紙,twse,2023-04-03
624,造紙工業,1903,士紙,twse,2023-04-03
625,造紙工業,1904,正隆,twse,2023-04-03
626,造紙工業,1905,華紙,twse,2023-04-03
627,造紙工業,1906,寶隆,twse,2023-04-03
628,造紙工業,1907,永豐餘,twse,2023-04-03
629,造紙工業,1909,榮成,twse,2023-04-03
630,鋼鐵工業,2002,中鋼,twse,2023-04-03
631,鋼鐵工業,2002A,中鋼特,twse,2023-04-03
632,鋼鐵工業,2006,東和鋼鐵,twse,2023-04-03
633,鋼鐵工業,2007,燁興,twse,2023-04-03
634,鋼鐵工業,2008,高興昌,twse,2023-04-03
635,鋼鐵工業,2009,第一銅,twse,2023-04-03
636,鋼鐵工業,2010,春源,twse,2023-04-03
637,鋼鐵工業,2012,春雨,twse,2023-04-03
638,鋼鐵工業,2013,中鋼構,twse,2023-04-03
639,鋼鐵工業,2014,中鴻,twse,2023-04-03
640,鋼鐵工業,2015,豐興,twse,2023-04-03
641,鋼鐵工業,2017,官田鋼,twse,2023-04-03
642,鋼鐵工業,2020,美亞,twse,2023-04-03
643,鋼鐵工業,2022,聚亨,twse,2023-04-03
644,鋼鐵工業,2023,燁輝,twse,2023-04-03
645,鋼鐵工業,2024,志聯,twse,2023-04-03
646,鋼鐵工業,2025,千興,twse,2023-04-03
647,鋼鐵工業,2027,大成鋼,twse,2023-04-03
648,鋼鐵工業,2028,威致,twse,2023-04-03
649,鋼鐵工業,2029,盛餘,twse,2023-04-03
650,鋼鐵工業,2030,彰源,twse,2023-04-03
651,鋼鐵工業,2031,新光鋼,twse,2023-04-03
652,鋼鐵工業,2032,新鋼,twse,2023-04-03
653,鋼鐵工業,2033,佳大,twse,2023-04-03
654,鋼鐵工業,2034,允強,twse,2023-04-03
655,鋼鐵工業,2035,唐榮,tpex,2023-04-03
656,鋼鐵工業,2038,海光,twse,2023-04-03
657,電機機械,2049,上銀,twse,2023-04-03
658,電子工業,2059,川湖,twse,2023-04-03
659,電子零組件業,2059,川湖,twse,2023-04-03
660,電器電纜,2061,風青,tpex,2023-04-03
661,其他,2062,橋椿,twse,2023-04-03
662,鋼鐵工業,2063,世鎧,tpex,2023-04-03
663,鋼鐵工業,2064,晉椿,tpex,2023-04-03
664,鋼鐵工業,2065,世豐,tpex,2023-04-03
665,電機機械,2066,世德,tpex,2023-04-03
666,電機機械,2067,嘉鋼,tpex,2023-04-03
667,鋼鐵工業,2069,運錩,twse,2023-04-03
668,電機機械,2070,精湛,tpex,2023-04-03
669,橡膠工業,2101,南港,twse,2023-04-03
670,橡膠工業,2102,泰豐,twse,2023-04-03
671,橡膠工業,2103,台橡,twse,2023-04-03
672,橡膠工業,2104,國際中橡,twse,2023-04-03
673,橡膠工業,2105,正新,twse,2023-04-03
674,橡膠工業,2106,建大,twse,2023-04-03
675,橡膠工業,2107,厚生,twse,2023-04-03
676,橡膠工業,2108,南帝,twse,2023-04-03
677,橡膠工業,2109,華豐,twse,2023-04-03
678,橡膠工業,2114,鑫永銓,twse,2023-04-03
679,汽車工業,2115,六暉-KY,twse,2023-04-03
680,汽車工業,2201,裕隆,twse,2023-04-03
681,汽車工業,2204,中華,twse,2023-04-03
682,汽車工業,2206,三陽工業,twse,2023-04-03
683,汽車工業,2207,和泰車,twse,2023-04-03
684,航運業,2208,台船,twse,2023-04-03
685,鋼鐵工業,2211,長榮鋼,twse,2023-04-03
686,其他,2221,大甲,tpex,2023-04-03
687,汽車工業,2227,裕日車,twse,2023-04-03
688,汽車工業,2228,劍麟,twse,2023-04-03
689,電機機械,2230,泰茂,tpex,2023-04-03
690,汽車工業,2231,為升,twse,2023-04-03
691,汽車工業,2233,宇隆,twse,2023-04-03
692,電機機械,2235,謚源,tpex,2023-04-03
693,汽車工業,2236,百達-KY,twse,2023-04-03
694,汽車工業,2239,英利-KY,twse,2023-04-03
695,汽車工業,2241,艾姆勒,twse,2023-04-03
696,電機機械,2241,艾姆勒,twse,2021-06-01
697,汽車工業,2243,宏旭-KY,twse,2023-04-03
698,汽車工業,2247,汎德永業,twse,2023-04-03
699,汽車工業,2250,IKKA-KY,twse,2023-04-03
700,電子工業,2301,光寶科,twse,2023-04-03
701,電腦及週邊設備業,2301,光寶科,twse,2023-04-03
702,半導體業,2302,麗正,twse,2023-04-03
703,電子工業,2302,麗正,twse,2023-04-03
704,半導體業,2303,聯電,twse,2023-04-03
705,電子工業,2303,聯電,twse,2023-04-03
706,電子工業,2305,全友,twse,2023-04-03
707,電腦及週邊設備業,2305,全友,twse,2023-04-03
708,電子工業,2308,台達電,twse,2023-04-03
709,電子零組件業,2308,台達電,twse,2023-04-03
710,半導體業,2311,日月光,twse,2023-04-03
711,電子工業,2311,日月光,twse,2023-04-03
712,其他電子業,2312,金寶,twse,2023-04-03
713,電子工業,2312,金寶,twse,2023-04-03
714,電子工業,2313,華通,twse,2023-04-03
715,電子零組件業,2313,華通,twse,2023-04-03
716,通信網路業,2314,台揚,twse,2023-04-03
717,電子工業,2314,台揚,twse,2023-04-03
718,電子工業,2315,神達,twse,2023-04-03
719,電腦及週邊設備業,2315,神達,twse,2023-04-03
720,電子工業,2316,楠梓電,twse,2023-04-03
721,電子零組件業,2316,楠梓電,twse,2023-04-03
722,其他電子業,2317,鴻海,twse,2023-04-03
723,電子工業,2317,鴻海,twse,2023-04-03
724,通信網路業,2321,東訊,twse,2023-04-03
725,電子工業,2321,東訊,twse,2023-04-03
726,光電業,2323,中環,twse,2023-04-03
727,電子工業,2323,中環,twse,2023-04-03
728,電子工業,2324,仁寶,twse,2023-04-03
729,電腦及週邊設備業,2324,仁寶,twse,2023-04-03
730,半導體業,2325,矽品,twse,2023-04-03
731,電子工業,2325,矽品,twse,2023-04-03
732,電子工業,2327,國巨,twse,2023-04-03
733,電子零組件業,2327,國巨,twse,2023-04-03
734,電子工業,2328,廣宇,twse,2023-04-03
735,電子零組件業,2328,廣宇,twse,2023-04-03
736,半導體業,2329,華泰,twse,2023-04-03
737,電子工業,2329,華泰,twse,2023-04-03
738,半導體業,2330,台積電,twse,2023-04-03
739,電子工業,2330,台積電,twse,2023-04-03
740,電子工業,2331,精英,twse,2023-04-03
741,電腦及週邊設備業,2331,精英,twse,2023-04-03
742,通信網路業,2332,友訊,twse,2023-04-03
743,電子工業,2332,友訊,twse,2023-04-03
744,電子工業,2336,致伸,twse,2023-04-03
745,電腦及週邊設備業,2336,致伸,twse,2023-04-03
746,半導體業,2337,旺宏,twse,2023-04-03
747,電子工業,2337,旺宏,twse,2023-04-03
748,半導體業,2338,光罩,twse,2023-04-03
749,電子工業,2338,光罩,twse,2023-04-03
750,光電業,2340,台亞,twse,2022-06-01
751,半導體業,2340,台亞,twse,2023-04-03
752,電子工業,2340,台亞,twse,2023-04-03
753,電子工業,2341,英群,twse,2023-04-03
754,電腦及週邊設備業,2341,英群,twse,2023-04-03
755,半導體業,2342,茂矽,twse,2023-04-03
756,電子工業,2342,茂矽,twse,2023-04-03
757,半導體業,2344,華邦電,twse,2023-04-03
758,電子工業,2344,華邦電,twse,2023-04-03
759,通信網路業,2345,智邦,twse,2023-04-03
760,電子工業,2345,智邦,twse,2023-04-03
761,電子工業,2347,聯強,twse,2023-04-03
762,電子通路業,2347,聯強,twse,2023-04-03
763,其他,2348,海悅,twse,2023-04-03
764,其他,2348A,海悅甲特,twse,2023-04-03
765,光電業,2349,錸德,twse,2023-04-03
766,電子工業,2349,錸德,twse,2023-04-03
767,其他電子業,2350,環電,twse,2023-04-03
768,電子工業,2350,環電,twse,2023-04-03
769,半導體業,2351,順德,twse,2023-04-03
770,電子工業,2351,順德,twse,2023-04-03
771,電子工業,2352,佳世達,twse,2023-04-03
772,電腦及週邊設備業,2352,佳世達,twse,2023-04-03
773,電子工業,2353,宏碁,twse,2023-04-03
774,電腦及週邊設備業,2353,宏碁,twse,2023-04-03
775,其他電子業,2354,鴻準,twse,2023-04-03
776,電子工業,2354,鴻準,twse,2023-04-03
777,電子工業,2355,敬鵬,twse,2023-04-03
778,電子零組件業,2355,敬鵬,twse,2023-04-03
779,電子工業,2356,英業達,twse,2023-04-03
780,電腦及週邊設備業,2356,英業達,twse,2023-04-03
781,電子工業,2357,華碩,twse,2023-04-03
782,電腦及週邊設備業,2357,華碩,twse,2023-04-03
783,其他,2358,廷鑫,twse,2023-04-03
784,其他電子業,2359,所羅門,twse,2023-04-03
785,電子工業,2359,所羅門,twse,2023-04-03
786,其他電子業,2360,致茂,twse,2023-04-03
787,電子工業,2360,致茂,twse,2023-04-03
788,電子工業,2361,鴻友,twse,2023-04-03
789,電腦及週邊設備業,2361,鴻友,twse,2023-04-03
790,電子工業,2362,藍天,twse,2023-04-03
791,電腦及週邊設備業,2362,藍天,twse,2023-04-03
792,半導體業,2363,矽統,twse,2023-04-03
793,電子工業,2363,矽統,twse,2023-04-03
794,電子工業,2364,倫飛,twse,2023-04-03
795,電腦及週邊設備業,2364,倫飛,twse,2023-04-03
796,電子工業,2365,昆盈,twse,2023-04-03
797,電腦及週邊設備業,2365,昆盈,twse,2023-04-03
798,電子工業,2367,燿華,twse,2023-04-03
799,電子零組件業,2367,燿華,twse,2023-04-03
800,電子工業,2368,金像電,twse,2023-04-03
801,電子零組件業,2368,金像電,twse,2023-04-03
802,半導體業,2369,菱生,twse,2023-04-03
803,電子工業,2369,菱生,twse,2023-04-03
804,電機機械,2371,大同,twse,2023-04-03
805,其他電子業,2373,震旦行,twse,2023-04-03
806,電子工業,2373,震旦行,twse,2023-04-03
807,光電業,2374,佳能,twse,2023-04-03
808,電子工業,2374,佳能,twse,2023-04-03
809,電子工業,2375,凱美,twse,2023-04-03
810,電子零組件業,2375,凱美,twse,2023-04-03
811,電子工業,2376,技嘉,twse,2023-04-03
812,電腦及週邊設備業,2376,技嘉,twse,2023-04-03
813,電子工業,2377,微星,twse,2023-04-03
814,電腦及週邊設備業,2377,微星,twse,2023-04-03
815,半導體業,2379,瑞昱,twse,2023-04-03
816,電子工業,2379,瑞昱,twse,2023-04-03
817,電子工業,2380,虹光,twse,2023-04-03
818,電腦及週邊設備業,2380,虹光,twse,2023-04-03
819,電子工業,2381,華宇,twse,2023-04-03
820,電腦及週邊設備業,2381,華宇,twse,2023-04-03
821,電子工業,2382,廣達,twse,2023-04-03
822,電腦及週邊設備業,2382,廣達,twse,2023-04-03
823,電子工業,2383,台光電,twse,2023-04-03
824,電子零組件業,2383,台光電,twse,2023-04-03
825,光電業,2384,勝華,twse,2023-04-03
826,電子工業,2384,勝華,twse,2023-04-03
827,電子工業,2385,群光,twse,2023-04-03
828,電子零組件業,2385,群光,twse,2023-04-03
829,電子工業,2387,精元,twse,2023-04-03
830,電腦及週邊設備業,2387,精元,twse,2023-04-03
831,半導體業,2388,威盛,twse,2023-04-03
832,電子工業,2388,威盛,twse,2023-04-03
833,其他電子業,2390,云辰,twse,2023-04-03
834,電子工業,2390,云辰,twse,2023-04-03
835,通信網路業,2391,合勤,twse,2023-04-03
836,電子工業,2391,合勤,twse,2023-04-03
837,電子工業,2392,正崴,twse,2023-04-03
838,電子零組件業,2392,正崴,twse,2023-04-03
839,光電業,2393,億光,twse,2023-04-03
840,電子工業,2393,億光,twse,2023-04-03
841,電子工業,2395,研華,twse,2023-04-03
842,電腦及週邊設備業,2395,研華,twse,2023-04-03
843,光電業,2396,精碟,twse,2023-04-03
844,電子工業,2396,精碟,twse,2023-04-03
845,電子工業,2397,友通,twse,2023-04-03
846,電腦及週邊設備業,2397,友通,twse,2023-04-03
847,電子工業,2399,映泰,twse,2023-04-03
848,電腦及週邊設備業,2399,映泰,twse,2023-04-03
849,半導體業,2401,凌陽,twse,2023-04-03
850,電子工業,2401,凌陽,twse,2023-04-03
851,電子工業,2402,毅嘉,twse,2023-04-03
852,電子零組件業,2402,毅嘉,twse,2023-04-03
853,電子工業,2403,友尚,twse,2023-04-03
854,電子通路業,2403,友尚,twse,2023-04-03
855,其他電子業,2404,漢唐,twse,2023-04-03
856,電子工業,2404,漢唐,twse,2023-04-03
857,電子工業,2405,輔信,twse,2023-04-03
858,電腦及週邊設備業,2405,輔信,twse,2023-04-03
859,光電業,2406,國碩,twse,2023-04-03
860,電子工業,2406,國碩,twse,2023-04-03
861,半導體業,2408,南亞科,twse,2023-04-03
862,電子工業,2408,南亞科,twse,2023-04-03
863,光電業,2409,友達,twse,2023-04-03
864,電子工業,2409,友達,twse,2023-04-03
865,其他電子業,2411,飛瑞,twse,2023-04-03
866,電子工業,2411,飛瑞,twse,2023-04-03
867,通信網路業,2412,中華電,twse,2023-04-03
868,電子工業,2412,中華電,twse,2023-04-03
869,電子工業,2413,環科,twse,2023-04-03
870,電子零組件業,2413,環科,twse,2023-04-03
871,電子工業,2414,精技,twse,2023-04-03
872,電子通路業,2414,精技,twse,2023-04-03
873,電子工業,2415,錩新,twse,2023-04-03
874,電子零組件業,2415,錩新,twse,2023-04-03
875,電子工業,2417,圓剛,twse,2023-04-03
876,電腦及週邊設備業,2417,圓剛,twse,2023-04-03
877,電子工業,2418,雅新,twse,2023-04-03
878,通信網路業,2419,仲琦,twse,2023-04-03
879,電子工業,2419,仲琦,twse,2023-04-03
880,電子工業,2420,新巨,twse,2023-04-03
881,電子零組件業,2420,新巨,twse,2023-04-03
882,電子工業,2421,建準,twse,2023-04-03
883,電子零組件業,2421,建準,twse,2023-04-03
884,其他電子業,2423,固緯,twse,2023-04-03
885,電子工業,2423,固緯,twse,2023-04-03
886,電子工業,2424,隴華,twse,2023-04-03
887,電腦及週邊設備業,2424,隴華,twse,2023-04-03
888,電子工業,2425,承啟,twse,2023-04-03
889,電腦及週邊設備業,2425,承啟,twse,2023-04-03
890,光電業,2426,鼎元,twse,2023-04-03
891,電子工業,2426,鼎元,twse,2023-04-03
892,資訊服務業,2427,三商電,twse,2023-04-03
893,電子工業,2427,三商電,twse,2023-04-03
894,電子工業,2428,興勤,twse,2023-04-03
895,電子零組件業,2428,興勤,twse,2023-04-03
896,光電業,2429,銘旺科,twse,2023-04-03
897,電子工業,2429,銘旺科,twse,2023-04-03
898,電子零組件業,2429,銘旺科,twse,2021-06-01
899,電子工業,2430,燦坤,twse,2023-04-03
900,電子通路業,2430,燦坤,twse,2023-04-03
901,電子工業,2431,聯昌,twse,2023-04-03
902,電子零組件業,2431,聯昌,twse,2023-04-03
903,通信網路業,2432,倚天,twse,2023-04-03
904,電子工業,2432,倚天,twse,2023-04-03
905,其他電子業,2433,互盛電,twse,2023-04-03
906,電子工業,2433,互盛電,twse,2023-04-03
907,半導體業,2434,統懋,twse,2023-04-03
908,電子工業,2434,統懋,twse,2023-04-03
909,半導體業,2436,偉詮電,twse,2023-04-03
910,電子工業,2436,偉詮電,twse,2023-04-03
911,電子工業,2437,旺詮,twse,2023-04-03
912,電子零組件業,2437,旺詮,twse,2023-04-03
913,光電業,2438,翔耀,twse,2023-04-03
914,電子工業,2438,翔耀,twse,2023-04-03
915,通信網路業,2439,美律,twse,2023-04-03
916,電子工業,2439,美律,twse,2023-04-03
917,電子工業,2440,太空梭,twse,2023-04-03
918,電子零組件業,2440,太空梭,twse,2023-04-03
919,半導體業,2441,超豐,twse,2023-04-03
920,電子工業,2441,超豐,twse,2023-04-03
921,電子工業,2442,新美齊,twse,2023-04-03
922,電腦及週邊設備業,2442,新美齊,twse,2023-04-03
923,其他,2443,昶虹,twse,2023-04-03
924,通信網路業,2444,兆勁,twse,2023-04-03
925,電子工業,2444,兆勁,twse,2023-04-03
926,半導體業,2446,全懋,twse,2023-04-03
927,電子工業,2446,全懋,twse,2023-04-03
928,資訊服務業,2447,鼎新,twse,2023-04-03
929,電子工業,2447,鼎新,twse,2023-04-03
930,光電業,2448,晶電,twse,2023-04-03
931,電子工業,2448,晶電,twse,2023-04-03
932,半導體業,2449,京元電子,twse,2023-04-03
933,電子工業,2449,京元電子,twse,2023-04-03
934,通信網路業,2450,神腦,twse,2023-04-03
935,電子工業,2450,神腦,twse,2023-04-03
936,半導體業,2451,創見,twse,2023-04-03
937,電子工業,2451,創見,twse,2023-04-03
938,電子工業,2452,乾坤,twse,2023-04-03
939,電子零組件業,2452,乾坤,twse,2023-04-03
940,資訊服務業,2453,凌群,twse,2023-04-03
941,電子工業,2453,凌群,twse,2023-04-03
942,半導體業,2454,聯發科,twse,2023-04-03
943,電子工業,2454,聯發科,twse,2023-04-03
944,通信網路業,2455,全新,twse,2023-04-03
945,電子工業,2455,全新,twse,2023-04-03
946,電子工業,2456,奇力新,twse,2023-04-03
947,電子零組件業,2456,奇力新,twse,2023-04-03
948,電子工業,2457,飛宏,twse,2023-04-03
949,電子零組件業,2457,飛宏,twse,2023-04-03
950,半導體業,2458,義隆,twse,2023-04-03
951,電子工業,2458,義隆,twse,2023-04-03
952,其他電子業,2459,敦吉,twse,2023-04-03
953,電子工業,2459,敦吉,twse,2023-04-03
954,電子通路業,2459,敦吉,twse,2021-06-01
955,電子工業,2460,建通,twse,2023-04-03
956,電子零組件業,2460,建通,twse,2023-04-03
957,其他電子業,2461,光群雷,twse,2023-04-03
958,電子工業,2461,光群雷,twse,2023-04-03
959,電子工業,2462,良得電,twse,2023-04-03
960,電子零組件業,2462,良得電,twse,2023-04-03
961,電子工業,2463,研揚,twse,2023-04-03
962,電腦及週邊設備業,2463,研揚,twse,2023-04-03
963,其他電子業,2464,盟立,twse,2023-04-03
964,電子工業,2464,盟立,twse,2023-04-03
965,電子工業,2465,麗臺,twse,2023-04-03
966,電腦及週邊設備業,2465,麗臺,twse,2023-04-03
967,光電業,2466,冠西電,twse,2023-04-03
968,電子工業,2466,冠西電,twse,2023-04-03
969,電子工業,2467,志聖,twse,2023-04-03
970,電子零組件業,2467,志聖,twse,2023-04-03
971,資訊服務業,2468,華經,twse,2023-04-03
972,電子工業,2468,華經,twse,2023-04-03
973,電子工業,2469,力信,twse,2023-04-03
974,電子零組件業,2469,力信,twse,2023-04-03
975,資訊服務業,2471,資通,twse,2023-04-03
976,電子工業,2471,資通,twse,2023-04-03
977,電子工業,2472,立隆電,twse,2023-04-03
978,電子零組件業,2472,立隆電,twse,2023-04-03
979,半導體業,2473,思源,twse,2023-04-03
980,電子工業,2473,思源,twse,2023-04-03
981,其他電子業,2474,可成,twse,2023-04-03
982,電子工業,2474,可成,twse,2023-04-03
983,光電業,2475,華映,twse,2023-04-03
984,電子工業,2475,華映,twse,2023-04-03
985,電子工業,2476,鉅祥,twse,2023-04-03
986,電子零組件業,2476,鉅祥,twse,2023-04-03
987,其他電子業,2477,美隆電,twse,2023-04-03
988,電子工業,2477,美隆電,twse,2023-04-03
989,電子工業,2478,大毅,twse,2023-04-03
990,電子零組件業,2478,大毅,twse,2023-04-03
991,電子工業,2479,和立,twse,2023-04-03
992,資訊服務業,2480,敦陽科,twse,2023-04-03
993,電子工業,2480,敦陽科,twse,2023-04-03
994,半導體業,2481,強茂,twse,2023-04-03
995,電子工業,2481,強茂,twse,2023-04-03
996,其他電子業,2482,連宇,twse,2023-04-03
997,電子工業,2482,連宇,twse,2023-04-03
998,電子工業,2483,百容,twse,2023-04-03
999,電子零組件業,2483,百容,twse,2023-04-03
1000,電子工業,2484,希華,twse,2023-04-03
1001,電子零組件業,2484,希華,twse,2023-04-03
1002,通信網路業,2485,兆赫,twse,2023-04-03
1003,電子工業,2485,兆赫,twse,2023-04-03
1004,光電業,2486,一詮,twse,2023-04-03
1005,電子工業,2486,一詮,twse,2023-04-03
1006,其他電子業,2488,漢平,twse,2023-04-03
1007,電子工業,2488,漢平,twse,2023-04-03
1008,光電業,2489,瑞軒,twse,2023-04-03
1009,電子工業,2489,瑞軒,twse,2023-04-03
1010,光電業,2491,吉祥全,twse,2023-04-03
1011,電子工業,2491,吉祥全,twse,2023-04-03
1012,電子工業,2492,華新科,twse,2023-04-03
1013,電子零組件業,2492,華新科,twse,2023-04-03
1014,電子工業,2493,揚博,twse,2023-04-03
1015,電子零組件業,2493,揚博,twse,2023-04-03
1016,通信網路業,2494,廣業科,twse,2023-04-03
1017,電子工業,2494,廣業科,twse,2023-04-03
1018,其他電子業,2495,普安,twse,2022-06-01
1019,電子工業,2495,普安,twse,2023-04-03
1020,電腦及週邊設備業,2495,普安,twse,2023-04-03
1021,其他,2496,卓越,twse,2023-04-03
1022,汽車工業,2497,怡利電,twse,2023-04-03
1023,通信網路業,2498,宏達電,twse,2023-04-03
1024,電子工業,2498,宏達電,twse,2023-04-03
1025,光電業,2499,東貝,twse,2023-04-03
1026,電子工業,2499,東貝,twse,2023-04-03
1027,建材營造,2501,國建,twse,2023-04-03
1028,建材營造,2504,國產,twse,2023-04-03
1029,建材營造,2505,國揚,twse,2023-04-03
1030,建材營造,2506,太設,twse,2023-04-03
1031,建材營造,2509,全坤建,twse,2023-04-03
1032,建材營造,2511,太子,twse,2023-04-03
1033,其他,2514,龍邦,twse,2023-04-03
1034,建材營造,2515,中工,twse,2023-04-03
1035,建材營造,2516,新建,twse,2023-04-03
1036,建材營造,2520,冠德,twse,2023-04-03
1037,建材營造,2524,京城,twse,2023-04-03
1038,建材營造,2526,大陸,twse,2023-04-03
1039,建材營造,2527,宏璟,twse,2023-04-03
1040,建材營造,2528,皇普,twse,2023-04-03
1041,建材營造,2530,華建,twse,2023-04-03
1042,建材營造,2534,宏盛,twse,2023-04-03
1043,建材營造,2535,達欣工,twse,2023-04-03
1044,建材營造,2536,宏普,twse,2023-04-03
1045,建材營造,2537,聯上發,twse,2023-04-03
1046,建材營造,2538,基泰,twse,2023-04-03
1047,建材營造,2539,櫻花建,twse,2023-04-03
1048,建材營造,2540,愛山林,twse,2023-04-03
1049,建材營造,2542,興富發,twse,2023-04-03
1050,建材營造,2543,皇昌,twse,2023-04-03
1051,建材營造,2545,皇翔,twse,2023-04-03
1052,建材營造,2546,根基,twse,2023-04-03
1053,建材營造,2547,日勝生,twse,2023-04-03
1054,建材營造,2548,華固,twse,2023-04-03
1055,建材營造,2596,綠意,tpex,2023-04-03
1056,建材營造,2597,潤弘,twse,2023-04-03
1057,貿易百貨,2601,益航,twse,2023-04-03
1058,航運業,2603,長榮,twse,2023-04-03
1059,航運業,2605,新興,twse,2023-04-03
1060,航運業,2606,裕民,twse,2023-04-03
1061,航運業,2607,榮運,twse,2023-04-03
1062,航運業,2608,嘉里大榮,twse,2023-04-03
1063,航運業,2609,陽明,twse,2023-04-03
1064,航運業,2610,華航,twse,2023-04-03
1065,航運業,2611,志信,twse,2023-04-03
1066,航運業,2612,中航,twse,2023-04-03
1067,航運業,2613,中櫃,twse,2023-04-03
1068,其他,2614,東森,twse,2023-04-03
1069,貿易百貨,2614,東森,twse,2021-06-01
1070,航運業,2615,萬海,twse,2023-04-03
1071,油電燃氣業,2616,山隆,twse,2023-04-03
1072,航運業,2617,台航,twse,2023-04-03
1073,航運業,2618,長榮航,twse,2023-04-03
1074,航運業,2630,亞航,twse,2023-04-03
1075,航運業,2633,台灣高鐵,twse,2023-04-03
1076,航運業,2634,漢翔,twse,2023-04-03
1077,航運業,2636,台驊投控,twse,2023-04-03
1078,航運業,2637,慧洋-KY,twse,2023-04-03
1079,其他,2640,大車隊,tpex,2023-04-03
1080,航運業,2641,正德,tpex,2023-04-03
1081,航運業,2642,宅配通,twse,2023-04-03
1082,航運業,2643,捷迅,tpex,2023-04-03
1083,航運業,2645,長榮航太,twse,2023-04-03
1084,觀光事業,2701,萬企,twse,2023-04-03
1085,觀光事業,2702,華園,twse,2023-04-03
1086,觀光事業,2704,國賓,twse,2023-04-03
1087,觀光事業,2705,六福,twse,2023-04-03
1088,觀光事業,2706,第一店,twse,2023-04-03
1089,觀光事業,2707,晶華,twse,2023-04-03
1090,觀光事業,2712,遠雄來,twse,2023-04-03
1091,觀光事業,2718,晶悅,tpex,2023-04-03
1092,觀光事業,2719,燦星旅,tpex,2023-04-03
1093,觀光事業,2722,夏都,twse,2023-04-03
1094,觀光事業,2723,美食-KY,twse,2023-04-03
1095,觀光事業,2724,富驛-KY,tpex,2023-04-03
1096,觀光事業,2726,雅茗-KY,tpex,2023-04-03
1097,觀光事業,2727,王品,twse,2023-04-03
1098,觀光事業,2729,瓦城,tpex,2023-04-03
1099,觀光事業,2731,雄獅,twse,2023-04-03
1100,觀光事業,2732,六角,tpex,2023-04-03
1101,觀光事業,2734,易飛網,tpex,2023-04-03
1102,觀光事業,2736,富野,tpex,2023-04-03
1103,觀光事業,2739,寒舍,twse,2023-04-03
1104,觀光事業,2740,天蔥,tpex,2023-04-03
1105,觀光事業,2743,山富,tpex,2023-04-03
